Total duration: 53.5767s
File: /opt/conda/lib/python3.8/site-packages/torch/autograd/__init__.py
File duration: 31.3149s (58.45%)
Line #|      Hits|         Time| Time per hit|      %|Source code
    33|         0|            0|            0|  0.00%|        return self
    34|         0|            0|            0|  0.00%|    if self.is_sparse:
    35|         0|            0|            0|  0.00%|        if not dtype.is_sparse:
    36|         0|            0|            0|  0.00%|            raise RuntimeError("Cannot cast sparse tensor to dense tensor")
    37|         0|            0|            0|  0.00%|        new_module_name = dtype.__module__.replace('.sparse', '')
    38|         0|            0|            0|  0.00%|        new_values_type_name = new_module_name + '.' + dtype.__name__
    39|         0|            0|            0|  0.00%|        new_values = torch.Tensor._values(self).type(new_values_type_name, non_blocking)
    40|         0|            0|            0|  0.00%|        new_indices_type_name = new_module_name + '.LongTensor'
    41|         0|            0|            0|  0.00%|        new_indices = torch.Tensor._indices(self).type(new_indices_type_name, non_blocking)
    42|         0|            0|            0|  0.00%|        return dtype(new_indices, new_values, self.size())
    43|         0|            0|            0|  0.00%|    if dtype.is_sparse:
    44|         0|            0|            0|  0.00%|        raise RuntimeError("Cannot cast dense tensor to sparse tensor")
    45|         0|            0|            0|  0.00%|    return dtype(self.size()).copy_(self, non_blocking)
    46|         0|            0|            0|  0.00%|
    47|         0|            0|            0|  0.00%|
    48|         0|            0|            0|  0.00%|def _cuda(self, device=None, non_blocking=False, **kwargs):
    49|         0|            0|            0|  0.00%|    """Returns a copy of this object in CUDA memory.
    50|         0|            0|            0|  0.00%|
    51|         0|            0|            0|  0.00%|    If this object is already in CUDA memory and on the correct device, then
    52|         0|            0|            0|  0.00%|    no copy is performed and the original object is returned.
    53|         0|            0|            0|  0.00%|
    54|         0|            0|            0|  0.00%|    Args:
    55|         0|            0|            0|  0.00%|        device (int): The destination GPU id. Defaults to the current device.
    56|         0|            0|            0|  0.00%|        non_blocking (bool): If ``True`` and the source is in pinned memory,
    57|         0|            0|            0|  0.00%|            the copy will be asynchronous with respect to the host. Otherwise,
    58|         0|            0|            0|  0.00%|            the argument has no effect.
    59|         0|            0|            0|  0.00%|        **kwargs: For compatibility, may contain the key ``async`` in place of
    60|         0|            0|            0|  0.00%|            the ``non_blocking`` argument.
    61|         0|            0|            0|  0.00%|    """
    62|         0|            0|            0|  0.00%|    non_blocking = _get_async_or_non_blocking('cuda', non_blocking, kwargs)
    63|         0|            0|            0|  0.00%|    if self.is_cuda:
    64|         0|            0|            0|  0.00%|        if device is None:
    65|         0|            0|            0|  0.00%|            device = torch.cuda.current_device()
    66|         0|            0|            0|  0.00%|        if self.get_device() == device:
    67|         0|            0|            0|  0.00%|            return self
    68|         0|            0|            0|  0.00%|    else:
    69|         0|            0|            0|  0.00%|        if device is None:
    70|         0|            0|            0|  0.00%|            device = -1
    71|         0|            0|            0|  0.00%|    with torch.cuda.device(device):
    72|         0|            0|            0|  0.00%|        if self.is_sparse:
    73|         0|            0|            0|  0.00%|            new_type = getattr(torch.cuda.sparse, self.__class__.__name__)
    74|         0|            0|            0|  0.00%|            indices = torch.Tensor._indices(self).cuda(device, non_blocking)
    75|         0|            0|            0|  0.00%|            values = torch.Tensor._values(self).cuda(device, non_blocking)
    76|         0|            0|            0|  0.00%|            return new_type(indices, values, self.size())
    77|         0|            0|            0|  0.00%|        else:
    78|         0|            0|            0|  0.00%|            new_type = getattr(torch.cuda, self.__class__.__name__)
    79|         0|            0|            0|  0.00%|            return new_type(self.size()).copy_(self, non_blocking)
    80|         0|            0|            0|  0.00%|
    81|         0|            0|            0|  0.00%|
    82|         0|            0|            0|  0.00%|def _get_async_or_non_blocking(function_name, non_blocking, kwargs):
    83|         0|            0|            0|  0.00%|    if not kwargs:
    84|         0|            0|            0|  0.00%|        return non_blocking
    85|         0|            0|            0|  0.00%|    if len(kwargs) != 1 or 'async' not in kwargs:
    86|         0|            0|            0|  0.00%|        message = "{}() got an unexpected keyword argument '{}'"
    87|         0|            0|            0|  0.00%|        argument = list(kwargs.keys()).pop()
    88|         0|            0|            0|  0.00%|        raise TypeError(message.format(function_name, argument))
    89|         0|            0|            0|  0.00%|    warnings.warn("'async' is deprecated; use 'non_blocking'")
    90|         0|            0|            0|  0.00%|    return kwargs['async']
    91|         0|            0|            0|  0.00%|
    92|         0|            0|            0|  0.00%|
    93|         0|            0|            0|  0.00%|# Note [Don't serialize hooks]
    94|         0|            0|            0|  0.00%|# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    95|         0|            0|            0|  0.00%|# Since time immemorial, we have serialized the backward hooks associated with
    96|         0|            0|            0|  0.00%|# variables.  This kind of half-worked--Python can pickle global functions
    97|         0|            0|            0|  0.00%|# (but not closures!)--but there were problems.
    98|         0|            0|            0|  0.00%|#
    99|         0|            0|            0|  0.00%|#   - It's fragile.  If you serialize a backward hook into a saved
   100|         0|            0|            0|  0.00%|#     model, and then you rename the function associated with the hook,
   101|         0|            0|            0|  0.00%|#     now your saved model is broken and you can't load it anymore.
   102|         0|            0|            0|  0.00%|#
   103|         0|            0|            0|  0.00%|#   - It's not actually used.  The standard recommendation is to
   104|         0|            0|            0|  0.00%|#     serialize the *state_dict* of a model, not the model itself
   105|         0|            0|            0|  0.00%|#     (since this is more stable to code changes affecting the model
   106|         0|            0|            0|  0.00%|#     serialization), and the state dict saves "data" only, thus
   107|         0|            0|            0|  0.00%|#     stripping the the backward hooks.  In some cases, hooks are
   108|         0|            0|            0|  0.00%|#     essential to the well-functioning of a model (e.g., DDP),
   109|         0|            0|            0|  0.00%|#     but DDP already manages readding the hooks!
   110|         0|            0|            0|  0.00%|#
   111|         0|            0|            0|  0.00%|#   - We didn't serialize them in many cases.  Prior to #10220, we
   112|         0|            0|            0|  0.00%|#     were dropping backward hooks in ForkingPickler.  We "fixed" this
   113|         0|            0|            0|  0.00%|#     to be convenient with other serialization sites, but lack of
   114|         0|            0|            0|  0.00%|#     serializing backward hooks wasn't actually the root cause of
   115|         0|            0|            0|  0.00%|#     the bug.
   116|         0|            0|            0|  0.00%|#
   117|         0|            0|            0|  0.00%|# With these cases in mind, we have decided that a better strategy
   118|         0|            0|            0|  0.00%|# is to just NOT serialize hooks at all.
   119|         0|            0|            0|  0.00%|#
   120|         0|            0|            0|  0.00%|# Since this is a BC-breaking change, we should warn when we previously
   121|         0|            0|            0|  0.00%|# serialized a hook, but no longer do so. This will be done by adding a special
   122|         0|            0|            0|  0.00%|# sentinel property to hooks will be used to suppress this warning. If a hook
   123|         0|            0|            0|  0.00%|# has the property _torch_serialize_ignore, we will not emit a warning if we
   124|         0|            0|            0|  0.00%|# attempt to serialize a Tensor with this hook attached to it.
   125|         0|            0|            0|  0.00%|#
   126|         0|            0|            0|  0.00%|# By the way, when _backward_hooks is skipped, we must give an EMPTY
   127|         0|            0|            0|  0.00%|# OrderedDict(), if you pass a None you'll run afoul #12219.
   128|         0|            0|            0|  0.00%|
   129|         0|            0|            0|  0.00%|
   130|       200|   0.00112486|  5.62429e-06|  0.00%|def _rebuild_tensor(storage, storage_offset, size, stride):
   131|         0|            0|            0|  0.00%|    # first construct a tensor with the correct dtype/device
   132|       200|   0.00702477|  3.51238e-05|  0.01%|    t = torch.tensor([], dtype=storage.dtype, device=storage.device)
   133|       200|   0.00502205|  2.51102e-05|  0.01%|    return t.set_(storage, storage_offset, size, stride)
   134|         0|            0|            0|  0.00%|
   135|         0|            0|            0|  0.00%|
   136|         0|            0|            0|  0.00%|def _rebuild_tensor_v2(storage, storage_offset, size, stride, requires_grad, backward_hooks):
   137|         0|            0|            0|  0.00%|    tensor = _rebuild_tensor(storage, storage_offset, size, stride)
   138|         0|            0|            0|  0.00%|    tensor.requires_grad = requires_grad
   139|         0|            0|            0|  0.00%|    # NB: This line exists only for backwards compatibility; the
   140|         0|            0|            0|  0.00%|    # general expectation is that backward_hooks is an empty
   141|         0|            0|            0|  0.00%|    # OrderedDict.  See Note [Don't serialize hooks]
   142|         0|            0|            0|  0.00%|    tensor._backward_hooks = backward_hooks
   143|         0|            0|            0|  0.00%|    return tensor
   144|         0|            0|            0|  0.00%|
   145|         0|            0|            0|  0.00%|
   146|         0|            0|            0|  0.00%|_sparse_tensors_to_validate: List["torch.Tensor"] = []
   147|         0|            0|            0|  0.00%|
   148|         0|            0|            0|  0.00%|# In _legacy_load() in serialization.py we unpickle storages after the sparse
   149|         0|            0|            0|  0.00%|# tensors have been already unpickled. Those storages contain data necessary for
   150|         0|            0|            0|  0.00%|# validating sparse tensors: indices and values. That's why sparse tensors are
   151|         0|            0|            0|  0.00%|# first unpickled without any validation, and then this function is called just
   152|         0|            0|            0|  0.00%|# before _legacy_load() returns, so that all the sparse tensors can be validated
   153|         0|            0|            0|  0.00%|# in bulk.
   154|         0|            0|            0|  0.00%|#
   155|         0|            0|            0|  0.00%|# The same procedure must be followed by _load() in serialization.py because due
   156|         0|            0|            0|  0.00%|# to Pickler semantics, we have to use the same (non-validating) function for
   157|         0|            0|            0|  0.00%|# unpickling sparse tensors, regardless of the caller.
   158|         0|            0|            0|  0.00%|def _validate_loaded_sparse_tensors():
   159|         0|            0|            0|  0.00%|    try:
   160|         0|            0|            0|  0.00%|        for t in _sparse_tensors_to_validate:
   161|         0|            0|            0|  0.00%|            torch._validate_sparse_coo_tensor_args(t._indices(), t._values(),
   162|         0|            0|            0|  0.00%|                                                   t.size())
   163|         0|            0|            0|  0.00%|    finally:
   164|         0|            0|            0|  0.00%|        _sparse_tensors_to_validate.clear()
   165|         0|            0|            0|  0.00%|
   166|         0|            0|            0|  0.00%|def _rebuild_sparse_tensor(layout, data):
   167|         0|            0|            0|  0.00%|    if layout == torch.sparse_coo:
   168|         0|            0|            0|  0.00%|        indices, values, size = data
   169|         0|            0|            0|  0.00%|        result = torch._sparse_coo_tensor_unsafe(indices, values, size)
   170|         0|            0|            0|  0.00%|        _sparse_tensors_to_validate.append(result)
   171|         0|            0|            0|  0.00%|        return result
   172|         0|            0|            0|  0.00%|
   173|         0|            0|            0|  0.00%|    raise NotImplementedError("rebuilding sparse tensor for layout %s" % (layout))
   174|         0|            0|            0|  0.00%|
   175|         0|            0|            0|  0.00%|
   176|         0|            0|            0|  0.00%|def _rebuild_xla_tensor(data, dtype, device, requires_grad):
   177|         0|            0|            0|  0.00%|    tensor = torch.from_numpy(data).to(dtype=dtype, device=device)
   178|         0|            0|            0|  0.00%|    tensor.requires_grad = requires_grad
   179|         0|            0|            0|  0.00%|    return tensor
   180|         0|            0|            0|  0.00%|
   181|         0|            0|            0|  0.00%|
   182|         0|            0|            0|  0.00%|def _rebuild_mlc_tensor(data, dtype, device, requires_grad):
   183|         0|            0|            0|  0.00%|    tensor = torch.from_numpy(data).to(dtype=dtype, device=device)
   184|         0|            0|            0|  0.00%|    tensor.requires_grad = requires_grad
   185|         0|            0|            0|  0.00%|    return tensor
   186|         0|            0|            0|  0.00%|
   187|         0|            0|            0|  0.00%|
   188|         0|            0|            0|  0.00%|def _rebuild_qtensor(storage, storage_offset, size, stride, quantizer_params, requires_grad, backward_hooks):
   189|         0|            0|            0|  0.00%|    qscheme = quantizer_params[0]
   190|         0|            0|            0|  0.00%|    if qscheme == torch.per_tensor_affine:
   191|         0|            0|            0|  0.00%|        _, scale, zero_point = quantizer_params
   192|         0|            0|            0|  0.00%|        tensor = torch._empty_affine_quantized(size, scale=scale, zero_point=zero_point, dtype=storage.dtype)
   193|         0|            0|            0|  0.00%|    elif qscheme in (torch.per_channel_affine, torch.per_channel_affine_float_qparams):
   194|         0|            0|            0|  0.00%|        _, scales, zero_points, axis = quantizer_params
   195|         0|            0|            0|  0.00%|        if type(scales) is list and type(zero_points) is list:
   196|         0|            0|            0|  0.00%|            if qscheme == torch.per_channel_affine:
   197|         0|            0|            0|  0.00%|                scales = torch.tensor(scales, dtype=torch.double)
   198|         0|            0|            0|  0.00%|                zero_points = torch.tensor(zero_points, dtype=torch.long)
   199|         0|            0|            0|  0.00%|            else:
   200|         0|            0|            0|  0.00%|                scales = torch.tensor(scales, dtype=torch.float)
   201|         0|            0|            0|  0.00%|                zero_points = torch.tensor(zero_points, dtype=torch.float)
   202|         0|            0|            0|  0.00%|        tensor = torch._empty_per_channel_affine_quantized(
   203|         0|            0|            0|  0.00%|            size, scales=scales, zero_points=zero_points, axis=axis, dtype=storage.dtype)
   204|         0|            0|            0|  0.00%|    else:
   205|         0|            0|            0|  0.00%|        raise RuntimeError("Can't deserialize quantized tensor with qscheme {}".format(qscheme))
   206|         0|            0|            0|  0.00%|    tensor.set_(storage, storage_offset, size, stride)
   207|         0|            0|            0|  0.00%|    tensor.requires_grad = requires_grad
   208|         0|            0|            0|  0.00%|    # NB: This line exists only for backwards compatibility; the
   209|         0|            0|            0|  0.00%|    # general expectation is that backward_hooks is an empty
   210|         0|            0|            0|  0.00%|    # OrderedDict.  See Note [Don't serialize hooks]
   211|         0|            0|            0|  0.00%|    tensor._backward_hooks = backward_hooks
   212|         0|            0|            0|  0.00%|    return tensor
   213|         0|            0|            0|  0.00%|
   214|         0|            0|            0|  0.00%|def _rebuild_parameter(data, requires_grad, backward_hooks):
   215|         0|            0|            0|  0.00%|    param = torch.nn.Parameter(data, requires_grad)
   216|         0|            0|            0|  0.00%|    # NB: This line exists only for backwards compatibility; the
   217|         0|            0|            0|  0.00%|    # general expectation is that backward_hooks is an empty
   218|         0|            0|            0|  0.00%|    # OrderedDict.  See Note [Don't serialize hooks]
   219|         0|            0|            0|  0.00%|    param._backward_hooks = backward_hooks
   220|         0|            0|            0|  0.00%|
   221|         0|            0|            0|  0.00%|    return param
   222|         0|            0|            0|  0.00%|
   223|         0|            0|            0|  0.00%|
   224|         0|            0|            0|  0.00%|def _import_dotted_name(name):
   225|         0|            0|            0|  0.00%|    components = name.split('.')
   226|         0|            0|            0|  0.00%|    obj = __import__(components[0])
   227|         0|            0|            0|  0.00%|    for component in components[1:]:
   228|         0|            0|            0|  0.00%|        obj = getattr(obj, component)
   229|         0|            0|            0|  0.00%|    return obj
   230|         0|            0|            0|  0.00%|
   231|         0|            0|            0|  0.00%|
   232|         0|            0|            0|  0.00%|# Taken from python 3.5 docs
   233|         0|            0|            0|  0.00%|def _accumulate(iterable, fn=lambda x, y: x + y):
   234|         0|            0|            0|  0.00%|    'Return running totals'
   235|         0|            0|            0|  0.00%|    # _accumulate([1,2,3,4,5]) --> 1 3 6 10 15
   236|         0|            0|            0|  0.00%|    # _accumulate([1,2,3,4,5], operator.mul) --> 1 2 6 24 120
   237|         0|            0|            0|  0.00%|    it = iter(iterable)
   238|         0|            0|            0|  0.00%|    try:
   239|         0|            0|            0|  0.00%|        total = next(it)
   240|         0|            0|            0|  0.00%|    except StopIteration:
   241|         0|            0|            0|  0.00%|        return
   242|         0|            0|            0|  0.00%|    yield total
   243|         0|            0|            0|  0.00%|    for element in it:
   244|         0|            0|            0|  0.00%|        total = fn(total, element)
   245|         0|            0|            0|  0.00%|        yield total
   246|         0|            0|            0|  0.00%|
   247|         0|            0|            0|  0.00%|
   248|         0|            0|            0|  0.00%|def _flatten_dense_tensors(tensors):
   249|         0|            0|            0|  0.00%|    """Flatten dense tensors into a contiguous 1D buffer. Assume tensors are of
   250|         0|            0|            0|  0.00%|    same dense type.
   251|         0|            0|            0|  0.00%|
   252|         0|            0|            0|  0.00%|    Since inputs are dense, the resulting tensor will be a concatenated 1D
   253|         0|            0|            0|  0.00%|    buffer. Element-wise operation on this buffer will be equivalent to
   254|         0|            0|            0|  0.00%|    operating individually.
   255|         0|            0|            0|  0.00%|
   256|         0|            0|            0|  0.00%|    Args:
   257|         0|            0|            0|  0.00%|        tensors (Iterable[Tensor]): dense tensors to flatten.
   258|         0|            0|            0|  0.00%|
   259|         0|            0|            0|  0.00%|    Returns:
   260|         0|            0|            0|  0.00%|        A contiguous 1D buffer containing input tensors.
   261|         0|            0|            0|  0.00%|    """
   262|         0|            0|            0|  0.00%|    return torch._C._nn.flatten_dense_tensors(tensors)
   263|         0|            0|            0|  0.00%|
   264|         0|            0|            0|  0.00%|
   265|         0|            0|            0|  0.00%|def _flatten_sparse_tensors(tensors):
   266|         0|            0|            0|  0.00%|    """Flatten sparse tensors into two contiguous 1D buffers, one of indices and
   267|         0|            0|            0|  0.00%|    one of values. Assume tensors are of same sparse type.
   268|         0|            0|            0|  0.00%|
   269|         0|            0|            0|  0.00%|    Args:
   270|         0|            0|            0|  0.00%|        tensors (Iterable[Tensor]): sparse tensors to flatten.
   271|         0|            0|            0|  0.00%|
   272|         0|            0|            0|  0.00%|    Returns:
   273|         0|            0|            0|  0.00%|        A tuple of two contiguous 1D buffers, one containing input tensors'
   274|         0|            0|            0|  0.00%|        indices and the other containing the values.
   275|         0|            0|            0|  0.00%|    """
   276|         0|            0|            0|  0.00%|    flat_indices = torch._C._nn.flatten_dense_tensors([torch.Tensor._indices(t) for t in tensors])
   277|         0|            0|            0|  0.00%|    flat_values = torch._C._nn.flatten_dense_tensors([torch.Tensor._values(t) for t in tensors])
   278|         0|            0|            0|  0.00%|    return flat_indices, flat_values
   279|         0|            0|            0|  0.00%|
   280|         0|            0|            0|  0.00%|
   281|         0|            0|            0|  0.00%|def _unflatten_dense_tensors(flat, tensors):
   282|         0|            0|            0|  0.00%|    """View a flat buffer using the sizes of tensors. Assume that tensors are of
   283|         0|            0|            0|  0.00%|    same dense type, and that flat is given by _flatten_dense_tensors.
   284|         0|            0|            0|  0.00%|
   285|         0|            0|            0|  0.00%|    Args:
   286|         0|            0|            0|  0.00%|        flat (Tensor): flattened dense tensors to unflatten.
   287|         0|            0|            0|  0.00%|        tensors (Iterable[Tensor]): dense tensors whose sizes will be used to
   288|         0|            0|            0|  0.00%|          unflatten flat.
   289|         0|            0|            0|  0.00%|
   290|         0|            0|            0|  0.00%|    Returns:
   291|         0|            0|            0|  0.00%|        Unflattened dense tensors with sizes same as tensors and values from
   292|         0|            0|            0|  0.00%|        flat.
   293|         0|            0|            0|  0.00%|    """
   294|         0|            0|            0|  0.00%|    return torch._C._nn.unflatten_dense_tensors(flat, tensors)
   295|         0|            0|            0|  0.00%|
   296|         0|            0|            0|  0.00%|
   297|         0|            0|            0|  0.00%|def _unflatten_sparse_tensors(flat, tensors):
   298|         0|            0|            0|  0.00%|    """View flat buffer (containing indices and values) using the sizes of
   299|         0|            0|            0|  0.00%|    tensors. Assume that tensors are of same sparse type, and that flat is given
   300|         0|            0|            0|  0.00%|    by _flatten_sparse_tensors.
   301|         0|            0|            0|  0.00%|
   302|         0|            0|            0|  0.00%|    Args:
   303|         0|            0|            0|  0.00%|        flat (tuple(Tensor, Tensor)): flattened indices and values of sparse
   304|         0|            0|            0|  0.00%|          tensors to unflatten.
   305|         0|            0|            0|  0.00%|        tensors (Iterable[Tensor]): sparse tensors whose sizes will be used to
   306|         0|            0|            0|  0.00%|          unflatten flat.
   307|         0|            0|            0|  0.00%|
   308|         0|            0|            0|  0.00%|    Returns:
   309|         0|            0|            0|  0.00%|        Unflattened sparse tensors with sizes same as tensors and values from
   310|         0|            0|            0|  0.00%|        flat.
   311|         0|            0|            0|  0.00%|    """
   312|         0|            0|            0|  0.00%|    flat_indices, flat_values = flat
   313|         0|            0|            0|  0.00%|    indices = torch._C._nn.unflatten_dense_tensors(flat_indices, [torch.Tensor._indices(t) for t in tensors])
   314|         0|            0|            0|  0.00%|    values = torch._C._nn.unflatten_dense_tensors(flat_values, [torch.Tensor._values(t) for t in tensors])
   315|         0|            0|            0|  0.00%|    outputs = []
   316|         0|            0|            0|  0.00%|    for t, i, v in zip(tensors, indices, values):
   317|         0|            0|            0|  0.00%|        outputs.append(t.new(i, v, t.size()))
   318|         0|            0|            0|  0.00%|    return tuple(outputs)
   319|         0|            0|            0|  0.00%|
   320|         0|            0|            0|  0.00%|
   321|         0|            0|            0|  0.00%|def _reorder_tensors_as(tensors, ordered_tensors):
   322|         0|            0|            0|  0.00%|    """Assume that tensors are of same order as ordered_tensors within their
   323|         0|            0|            0|  0.00%|    types, e.g., from _take_tensors. Reorder them to be of same order as
   324|         0|            0|            0|  0.00%|    ordered_tensors.
   325|         0|            0|            0|  0.00%|
   326|         0|            0|            0|  0.00%|    Args:
   327|         0|            0|            0|  0.00%|        tensors (Iterable[Tensor]): tensors to be reordered. They should be of
   328|         0|            0|            0|  0.00%|          the same order as ordered_tensors within their own types.
   329|         0|            0|            0|  0.00%|        ordered_tensors (Iterable[Tensor]): tensors whose order will be the
   330|         0|            0|            0|  0.00%|          reference.
   331|         0|            0|            0|  0.00%|
   332|         0|            0|            0|  0.00%|    Returns:
   333|         0|            0|            0|  0.00%|        Ordered tuple of tensors with contents from tensors and order of
   334|         0|            0|            0|  0.00%|        ordered_tensors.
   335|         0|            0|            0|  0.00%|    """
   336|         0|            0|            0|  0.00%|    type_dict = defaultdict(list)
   337|         0|            0|            0|  0.00%|    for tensor in tensors:
   338|         0|            0|            0|  0.00%|        type_dict[tensor.type()].append(tensor)
   339|         0|            0|            0|  0.00%|    type_dict_ = {t: iter(coll) for t, coll in type_dict.items()}
   340|         0|            0|            0|  0.00%|    return tuple(next(type_dict_[tensor.type()]) for tensor in ordered_tensors)
   341|         0|            0|            0|  0.00%|
   342|         0|            0|            0|  0.00%|
   343|         0|            0|            0|  0.00%|def _take_tensors(tensors, size_limit):
   344|         0|            0|            0|  0.00%|    """Group tensors into chunks. This generator yields a chunk at each time,
   345|         0|            0|            0|  0.00%|    each containing tensors of same type up to certain byte limit in total size.
   346|         0|            0|            0|  0.00%|
   347|         0|            0|            0|  0.00%|    Args:
   348|         0|            0|            0|  0.00%|        tensors (Sequence): A sequence of tensors to be separated into chunks.
   349|         0|            0|            0|  0.00%|        size_limit (int): The limit of each chunk in bytes.
   350|         0|            0|            0|  0.00%|
   351|         0|            0|            0|  0.00%|    Yields:
   352|         0|            0|            0|  0.00%|        Blocks of tensors of same type and within size_limit. The yielded
   353|         0|            0|            0|  0.00%|        tensors are only ordered as the original sequence within its types.
   354|         0|            0|            0|  0.00%|    """
   355|         0|            0|            0|  0.00%|    buf_dict: DefaultDict[str, List] = defaultdict(lambda: [[], 0])
   356|         0|            0|            0|  0.00%|    for tensor in tensors:
   357|         0|            0|            0|  0.00%|        t = tensor.type()
   358|         0|            0|            0|  0.00%|        if tensor.is_sparse:
   359|         0|            0|            0|  0.00%|            indices = torch.Tensor._indices(tensor)
   360|         0|            0|            0|  0.00%|            values = torch.Tensor._values(tensor)
   361|         0|            0|            0|  0.00%|            size = indices.numel() * indices.element_size() + values.numel() * values.element_size()
   362|         0|            0|            0|  0.00%|        else:
   363|         0|            0|            0|  0.00%|            size = tensor.numel() * tensor.element_size()
   364|         0|            0|            0|  0.00%|        buf_and_size = buf_dict[t]
   365|         0|            0|            0|  0.00%|        if buf_and_size[1] + size > size_limit and buf_and_size[1] > 0:
   366|         0|            0|            0|  0.00%|            yield buf_and_size[0]
   367|         0|            0|            0|  0.00%|            buf_and_size = buf_dict[t] = [[], 0]
   368|         0|            0|            0|  0.00%|        buf_and_size[0].append(tensor)
   369|         0|            0|            0|  0.00%|        buf_and_size[1] += size
   370|         0|            0|            0|  0.00%|    for buf, _ in buf_dict.values():
   371|         0|            0|            0|  0.00%|        if len(buf) > 0:
   372|         0|            0|            0|  0.00%|            yield buf
   373|         0|            0|            0|  0.00%|
   374|         0|            0|            0|  0.00%|
   375|         0|            0|            0|  0.00%|# annotation decorator to get annotations in a way that is compatible
   376|         0|            0|            0|  0.00%|# with both Python 2 and 3
   377|         0|            0|            0|  0.00%|def annotate(ret, **kwargs):
   378|         0|            0|            0|  0.00%|    def dec(fun):
   379|         0|            0|            0|  0.00%|        fun.__annotations__ = dict(kwargs)
   380|         0|            0|            0|  0.00%|        fun.__annotations__['return'] = ret
   381|         0|            0|            0|  0.00%|        return fun
   382|         0|            0|            0|  0.00%|    return dec
   383|         0|            0|            0|  0.00%|
   384|         0|            0|            0|  0.00%|
   385|         0|            0|            0|  0.00%|# NOTE [ Python Traceback Reference Cycle Problem ]
   386|         0|            0|            0|  0.00%|#
   387|         0|            0|            0|  0.00%|# When using sys.exc_info(), it is important to **not** store the exc_info[2],
   388|         0|            0|            0|  0.00%|# which is the traceback, because otherwise you will run into the traceback
   389|         0|            0|            0|  0.00%|# reference cycle problem, i.e., the traceback holding reference to the frame,
   390|         0|            0|            0|  0.00%|# and the frame (which holds reference to all the object in its temporary scope)
   391|         0|            0|            0|  0.00%|# holding reference the traceback.
   392|         0|            0|            0|  0.00%|
   393|         0|            0|            0|  0.00%|class KeyErrorMessage(str):
   394|         0|            0|            0|  0.00%|    r"""str subclass that returns itself in repr"""
   395|         0|            0|            0|  0.00%|    def __repr__(self):
   396|         0|            0|            0|  0.00%|        return self
   397|         0|            0|            0|  0.00%|
   398|         0|            0|            0|  0.00%|
   399|         0|            0|            0|  0.00%|class ExceptionWrapper(object):
   400|         0|            0|            0|  0.00%|    r"""Wraps an exception plus traceback to communicate across threads"""
   401|         0|            0|            0|  0.00%|    def __init__(self, exc_info=None, where="in background"):
   402|         0|            0|            0|  0.00%|        # It is important that we don't store exc_info, see
   403|         0|            0|            0|  0.00%|        # NOTE [ Python Traceback Reference Cycle Problem ]
   404|         0|            0|            0|  0.00%|        if exc_info is None:
   405|         0|            0|            0|  0.00%|            exc_info = sys.exc_info()
   406|         0|            0|            0|  0.00%|        self.exc_type = exc_info[0]
   407|         0|            0|            0|  0.00%|        self.exc_msg = "".join(traceback.format_exception(*exc_info))
   408|         0|            0|            0|  0.00%|        self.where = where
   409|         0|            0|            0|  0.00%|
   410|         0|            0|            0|  0.00%|    def reraise(self):
   411|         0|            0|            0|  0.00%|        r"""Reraises the wrapped exception in the current thread"""
   412|         0|            0|            0|  0.00%|        # Format a message such as: "Caught ValueError in DataLoader worker
   413|         0|            0|            0|  0.00%|        # process 2. Original Traceback:", followed by the traceback.
   414|         0|            0|            0|  0.00%|        msg = "Caught {} {}.\nOriginal {}".format(
   415|         0|            0|            0|  0.00%|            self.exc_type.__name__, self.where, self.exc_msg)
   416|         0|            0|            0|  0.00%|        if self.exc_type == KeyError:
   417|         0|            0|            0|  0.00%|            # KeyError calls repr() on its argument (usually a dict key). This
   418|         0|            0|            0|  0.00%|            # makes stack traces unreadable. It will not be changed in Python
   419|         0|            0|            0|  0.00%|            # (https://bugs.python.org/issue2651), so we work around it.
   420|         0|            0|            0|  0.00%|            msg = KeyErrorMessage(msg)
   421|         0|            0|            0|  0.00%|        elif getattr(self.exc_type, "message", None):
   422|         0|            0|            0|  0.00%|            # Some exceptions have first argument as non-str but explicitly
   423|         0|            0|            0|  0.00%|            # have message field
   424|         0|            0|            0|  0.00%|            raise self.exc_type(message=msg)
   425|         0|            0|            0|  0.00%|        raise self.exc_type(msg)
   426|         0|            0|            0|  0.00%|
   427|         0|            0|            0|  0.00%|
   428|         0|            0|            0|  0.00%|def _get_available_device_type():
   429|         0|            0|            0|  0.00%|    if torch.cuda.is_available():
   430|         0|            0|            0|  0.00%|        return "cuda"
   431|         0|            0|            0|  0.00%|    # add more available device types here
   432|         0|            0|            0|  0.00%|    return None
   433|         0|            0|            0|  0.00%|
   434|         0|            0|            0|  0.00%|
   435|         0|            0|            0|  0.00%|def _get_device_attr(get_member):
   436|         0|            0|            0|  0.00%|    device_type = _get_available_device_type()
   437|         0|            0|            0|  0.00%|    if device_type and device_type.lower() == "cuda":
   438|         0|            0|            0|  0.00%|        return get_member(torch.cuda)
   439|         0|            0|            0|  0.00%|    # add more available device types here
   440|         0|            0|            0|  0.00%|    return None
   441|         0|            0|            0|  0.00%|
   442|         0|            0|            0|  0.00%|
   443|         0|            0|            0|  0.00%|def _get_current_device_index():
   444|         0|            0|            0|  0.00%|    # current device index
   445|         0|            0|            0|  0.00%|    return _get_device_attr(lambda m: m.current_device())
   446|         0|            0|            0|  0.00%|
